"Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Subgenus","species","Describer","Taxon"
"CNIDARIA",,,"Staurozoa",,,,"Stauromedusae","Myostaurida",,,"Haliclystidae",,,,,,,"Haliclystidae"
"CNIDARIA",,,"Staurozoa",,,,"Stauromedusae","Myostaurida",,,"Haliclystidae",,,"Manania",,,,"Manania sp"
"CNIDARIA",,,"Staurozoa",,,,"Stauromedusae","Myostaurida",,,"Haliclystidae",,,"Manania",,"gwilliami","Larsen & Fautin 1989","Manania gwilliami"
"CNIDARIA",,,"Staurozoa",,,,"Stauromedusae","Myostaurida",,,"Haliclystidae",,,"Manania",,"handi","Larsen & Fautin 1989","Manania handi"
"CNIDARIA",,,"Hydrozoa",,,,,,,,,,,,,,,"Hydrozoa"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,,,,,,,,,,,,"Hydroidolina"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata",,,,,,,,,,,"Anthoathecata"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,,,,,,,,"Aplanulata"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Candelabridae",,,,,,,"Candelabridae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Candelabridae",,,"Candelabrum",,,,"Candelabrum"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Candelabridae",,,"Candelabrum",,"sp",,"Candelabrum sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,,,,,"Corymorphidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Corymorpha",,,,"Corymorpha sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Corymorpha",,"bigelowi","(Maas 1905)","Corymorpha bigelowi"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Corymorpha",,"palma","Torrey 1902","Corymorpha palma"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Corymorpha",,"sp A","Ljubenkov 1997 º","Corymorpha sp A"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Corymorphidae",,,,"Corymorphidae sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Corymorphidae",,"sp SD1","Pasko 1999 º","Corymorphidae sp SD1"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Euphysa",,,,"Euphysa sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Euphysa",,"ruthae","Norenburg & Morse 1983","Euphysa ruthae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Corymorphidae",,,"Euphysa",,"sp A","Hochberg & Ljubenkov 1998","Euphysa sp A"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Tubulariidae",,,,,,,"Tubulariidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Tubulariidae",,,"Ectopleura",,,,"Ectopleura sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Tubulariidae",,,"Ectopleura",,"crocea","(L. Agassiz 1862)","Ectopleura crocea"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Tubulariidae",,,"Ectopleura",,"marina","(Torrey 1902)","Ectopleura marina"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Tubulariidae",,,"Tubularia",,,,"Tubularia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Aplanulata",,,"Tubulariidae",,,"Tubularia",,"sp A","Ljubenkov 1993 º","Tubularia sp A"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,,,,,,,,"Capitata"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Corynidae",,,,,,,"Corynidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Corynidae",,,"Coryne",,,,"Coryne sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Corynidae",,,"Coryne",,"eximia","Allman 1859","Coryne eximia"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Corynidae",,,"Sarsia",,,,"Sarsia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Corynidae",,,"Sarsia",,"tubulosa Cmplx",,"Sarsia tubulosa Cmplx"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Pennariidae",,,,,,,"Pennariidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Zancleidae",,,,,,,"Zancleidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Zancleidae",,,"Zanclea",,,,"Zanclea sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Capitata",,,"Zancleidae",,,"Zanclea",,"bomala","""Boero","Bouillon & Gravili 2000"""
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,,,,,,,,"Filifera"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,,,,,"Bougainvilliidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,"Bimeria",,,,"Bimeria"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,"Bimeria",,"sp",,"Bimeria sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,"Bougainvilliidae",,,,"Bougainvilliidae sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,"Bougainvilliidae",,"sp A","(Ljubenkov 1976 º)","Bougainvilliidae sp A"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,"Garveia",,,,"Garveia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,"Garveia",,"franciscana","(Torrey 1902)","Garveia franciscana"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,"Rhizorhagium",,,,"Rhizorhagium sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Bougainvilliidae",,,"Rhizorhagium",,"formosum","(Fewkes 1889)","Rhizorhagium formosum"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Pandeidae",,,,,,,"Pandeidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Pandeidae",,,"Halitholus",,,,"Halitholus sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Pandeidae",,,"Halitholus",,"cirratus","Hartlaub 1913","Halitholus cirratus"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Pandeidae",,,"Leuckartiara",,,,"Leuckartiara sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Pandeidae",,,"Leuckartiara",,"octona","(Fleming 1823)","Leuckartiara octona"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Pandeidae",,,"Neoturris",,,,"Neoturris sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Pandeidae",,,"Neoturris",,"pileata","(Forssksl 1775)","Neoturris pileata"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Eudendriidae",,,,,,,"Eudendriidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Eudendriidae",,,"Eudendrium",,,,"Eudendrium sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Eudendriidae",,,"Eudendrium",,"capillare","Alder 1856","Eudendrium capillare"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Eudendriidae",,,"Eudendrium",,"rameum","(Pallas 1766)","Eudendrium rameum"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Eudendriidae",,,"Eudendrium",,"ramosum","(Linnaeus 1758)","Eudendrium ramosum"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Hydractiniidae",,,,,,,"Hydractiniidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Hydractiniidae",,,"Hydractinia",,,,"Hydractinia"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Hydractiniidae",,,"Hydractinia",,"sp",,"Hydractinia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Hydractiniidae",,,"Stylactis",,,,"Stylactis"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Hydractiniidae",,,"Stylactis",,"sp",,"Stylactis sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Oceaniidae",,,,,,,"Oceaniidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Oceaniidae",,,"Merona",,,,"Merona sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Oceaniidae",,,"Merona",,"laxa","(Fraser 1938)","Merona laxa"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Stylasteridae",,,,,,,"Stylasteridae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Stylasteridae",,,"Stylaster",,,,"Stylaster sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Anthoathecata","Filifera",,,"Stylasteridae",,,"Stylaster",,"californicus","(Verrill 1866)","Stylaster californicus"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,,,,,,,,,"Leptothecata"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain",,,,,,,,"Leptothecata superfamily uncertain"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,,,,,"Campanulariidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Campanularia",,,,"Campanularia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Campanularia",,"denticulata","Clark 1877","Campanularia denticulata"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Clytia",,,,"Clytia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Clytia",,"paulensis","(Vanh÷ffen 1910)","Clytia paulensis"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Clytia",,"universitatis","Torrey 1904","Clytia universitatis"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Laomedea",,,,"Laomedea sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Laomedea",,"calceolifera","(Hincks 1871)","Laomedea calceolifera"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Obelia",,,,"Obelia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Obelia",,"dichotoma Cmplx",,"Obelia dichotoma Cmplx"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Obelia",,"geniculata","(Linnaeus 1758)","Obelia geniculata"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Orthopyxis",,,,"Orthopyxis sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Orthopyxis",,"everta","(S. F. Clark 1876)","Orthopyxis everta"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Rhizocaulus",,,,"Rhizocaulus sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulariidae",,,"Rhizocaulus",,"verticillatus","(Linnaeus 1758)","Rhizocaulus verticillatus"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Lovenellidae",,,,,,,"Lovenellidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Lovenellidae",,,"Lovenella",,,,"Lovenella sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Lovenellidae",,,"Lovenella",,"nodosa","Fraser 1938","Lovenella nodosa"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulinidae",,,,,,,"Campanulinidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulinidae",,,"Campanulina",,,,"Campanulina"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulinidae",,,"Campanulina",,"sp",,"Campanulina sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulinidae",,,"Calycella",,,,"Calycella sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulinidae",,,"Calycella",,"syringa","(Linnaeus 1767)","Calycella syringa"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulinidae",,,"Egmundella",,,,"Egmundella sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulinidae",,,"Egmundella",,"gracilis","Stechow 1921","Egmundella gracilis"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Campanulinidae",,,"Egmundella",,"polynema","Fraser 1948","Egmundella polynema"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Haleciidae",,,,,,,"Haleciidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Haleciidae",,,"Halecium",,,,"Halecium sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Haleciidae",,,"Halecium",,"beanii","(Johnston 1838)","Halecium beanii"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Haleciidae",,,"Halecium",,"delicatulum","Coughtrey 1876","Halecium delicatulum"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Haleciidae",,,"Halecium",,"densum","Calkins 1899","Halecium densum"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Syntheciidae",,,,,,,"Syntheciidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Syntheciidae",,,"Hincksella",,,,"Hincksella sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Syntheciidae",,,"Hincksella",,"cylindricum","(Bale 1888)","Hincksella cylindricum"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Symplectoschyphidae",,,,,,,"Symplectoschyphidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Symplectoschyphidae",,,"Symplectoscyphus",,,,"Symplectoscyphus sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Symplectoschyphidae",,,"Symplectoscyphus",,"pedrensis","(Torrey 1904)","Symplectoscyphus pedrensis"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Symplectoschyphidae",,,"Symplectoscyphus",,"tricuspidatus","(Alder 1856)","Symplectoscyphus tricuspidatus"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"uncertain","Symplectoschyphidae",,,"Symplectoscyphus",,"turgidus","(Trask 1857)","Symplectoscyphus turgidus"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea",,,,,,,,"Plumarioidea"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumaleciidae",,,,,,,"Plumaleciidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumaleciidae",,,"Plumalecium",,,,"Plumalecium sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumaleciidae",,,"Plumalecium",,"plumularioides","(S. F. Clark 1876)","Plumalecium plumularioides"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Kirchenpaueriidae",,,,,,,"Kirchenpaueriidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Kirchenpaueriidae",,,"Kirchenpaueria",,,,"Kirchenpaueria sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Kirchenpaueriidae",,,"Kirchenpaueria",,"goodei","(Nutting 1900)","Kirchenpaueria goodei"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Kirchenpaueriidae",,,"Pycnotheca",,,,"Pycnotheca sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Kirchenpaueriidae",,,"Pycnotheca",,"mirabilis","(Allman 1883)","Pycnotheca mirabilis"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Aglaopheniidae",,,,,,,"Aglaopheniidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Aglaopheniidae",,,"Aglaophenia",,,,"Aglaophenia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Aglaopheniidae",,,"Aglaophenia",,"diegensis","Torrey 1904","Aglaophenia diegensis"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Aglaopheniidae",,,"Aglaophenia",,"fluxa","Fraser 1948","Aglaophenia fluxa"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Aglaopheniidae",,,"Aglaophenia",,"inconspicua","Torrey 1902","Aglaophenia inconspicua"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Aglaopheniidae",,,"Aglaophenia",,"struthionides","(Murray 1860)","Aglaophenia struthionides"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Aglaopheniidae",,,"Aglaophenia",,"sp A","MEC 1990 º","Aglaophenia sp A"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Halopterididae",,,,,,,"Halopterididae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Halopterididae",,,"Antennella",,,,"Antennella sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Halopterididae",,,"Antennella",,"avalonia","Torrey 1902","Antennella avalonia"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumulariidae",,,,,,,"Plumulariidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumulariidae",,,"Plumularia",,,,"Plumularia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumulariidae",,,"Plumularia",,"alicia Cmplx",,"Plumularia alicia Cmplx"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumulariidae",,,"Plumularia",,"insolens","Fraser 1948","Plumularia insolens"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumulariidae",,,"Plumularia",,"integra","Fraser 1948","Plumularia integra"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumulariidae",,,"Plumularia",,"lagenifera","Allman 1885","Plumularia lagenifera"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumulariidae",,,"Plumularia",,"mobilis","Fraser 1938","Plumularia mobilis"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Plumarioidea","Plumulariidae",,,"Plumularia",,"setacea","(Linnaeus 1758)","Plumularia setacea"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea",,,,,,,,"Sertularioidea"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,,,,,"Sertulariidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Abietinaria",,,,"Abietinaria sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Abietinaria",,"expansa","Fraser 1938","Abietinaria expansa"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Abietinaria",,"inconstans","(S. F. Clark 1877)","Abietinaria inconstans"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Abietinaria",,"pacifica","Stechow 1923","Abietinaria pacifica"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Abietinaria",,"traski","(Torrey 1902)","Abietinaria traski"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Amphisbetia",,,,"Amphisbetia sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Amphisbetia",,"furcata","(Trask 1857)","Amphisbetia furcata"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Dynamena",,,,"Dynamena sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Dynamena",,"disticha","(Bosc 1802)","Dynamena disticha"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Dynamena",,"pumila","(Linnaeus 1758)","Dynamena pumila"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Thuiaria",,,,"Thuiaria sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertulariidae",,,"Thuiaria",,"cylindrica","S. F. Clark 1877","Thuiaria cylindrica"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertularellidae",,,,,,,"Sertularellidae"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertularellidae",,,"Sertularella",,,,"Sertularella sp"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertularellidae",,,"Sertularella",,"rugosa","(Linnaeus 1758)","Sertularella rugosa"
"CNIDARIA",,,"Hydrozoa","Hydroidolina",,,"Leptothecata",,,"Sertularioidea","Sertularellidae",,,"Sertularella",,"tenella","(Alder 1857)","Sertularella tenella"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,,,,,,,,,,,,"Trachylinae"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Limnomedusae",,,,,,,,,,,"Limnomedusae"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Limnomedusae",,,,"Monobrachiidae",,,,,,,"Monobrachiidae"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Limnomedusae",,,,"Monobrachiidae",,,"Monobrachium",,,,"Monobrachium sp"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Limnomedusae",,,,"Monobrachiidae",,,"Monobrachium",,"parasitum","Mereschkovsky 1877","Monobrachium parasitum"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Siphonophorae",,,,,,,,,,,"Siphonophorae"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Siphonophorae","Physonectae",,,,,,,,,,"Physonectae"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Siphonophorae","Physonectae",,,"Rhodaliidae",,,,,,,"Rhodaliidae"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Siphonophorae","Physonectae",,,"Rhodaliidae",,,"Dromalia",,,,"Dromalia sp"
"CNIDARIA",,,"Hydrozoa","Trachylinae",,,"Siphonophorae","Physonectae",,,"Rhodaliidae",,,"Dromalia",,"alexandri","Bigelow 1911","Dromalia alexandri"
"CNIDARIA",,,"Anthozoa",,,,,,,,,,,,,,,"Anthozoa"
"CNIDARIA",,,"Anthozoa","Octocorallia",,,,,,,,,,,,,,"Octocorallia"
"CNIDARIA",,,"Anthozoa","Octocorallia",,,"Alcyonacea",,,,,,,,,,,"Alcyonacea"
"CNIDARIA",,,"Anthozoa","Octocorallia",,,"Alcyonacea","Stolonifera",,,,,,,,,,"Stolonifera"
